filename,class,case,has_arrow
image_00000.png,positive,positive,True
image_00001.png,positive,positive_noise,True
image_00002.png,negative,neg_two_triangles,False
image_00003.png,negative,neg_disjoint,False
image_00004.png,negative,neg_empty,False
image_00005.png,negative,neg_disjoint,False
image_00006.png,positive,positive,False
image_00007.png,negative,neg_multiple_circles,False
image_00008.png,positive,positive,False
image_00009.png,negative,neg_circle_only,False
image_00010.png,negative,neg_triangle_out,False
image_00011.png,positive,positive_noise,True
image_00012.png,negative,neg_multiple_circles,True
image_00013.png,negative,neg_circle_only,True
image_00014.png,positive,positive,True
image_00015.png,negative,neg_two_triangles,False
image_00016.png,negative,neg_triangle_out,False
image_00017.png,positive,positive,False
image_00018.png,negative,neg_disjoint,False
image_00019.png,positive,positive,True
image_00020.png,positive,positive,True
image_00021.png,negative,neg_two_triangles,False
image_00022.png,negative,neg_circle_only,False
image_00023.png,positive,positive_noise,False
image_00024.png,positive,positive,True
image_00025.png,positive,positive_noise,True
image_00026.png,positive,positive_noise,False
image_00027.png,positive,positive,True
image_00028.png,positive,positive_noise,True
image_00029.png,positive,positive,True
image_00030.png,negative,neg_circle_only,False
image_00031.png,negative,neg_circle_only,False
image_00032.png,positive,positive_noise,True
image_00033.png,negative,neg_triangle_out,True
image_00034.png,positive,positive,False
image_00035.png,negative,neg_two_triangles,False
image_00036.png,negative,neg_circle_only,True
image_00037.png,negative,neg_two_triangles,False
image_00038.png,negative,neg_triangle_out,False
image_00039.png,negative,neg_multiple_circles,False
image_00040.png,negative,neg_empty,False
image_00041.png,positive,positive,True
image_00042.png,positive,positive,False
image_00043.png,positive,positive,False
image_00044.png,negative,neg_two_triangles,False
image_00045.png,positive,positive,True
image_00046.png,negative,neg_multiple_circles,False
image_00047.png,negative,neg_disjoint,False
image_00048.png,negative,neg_empty,False
image_00049.png,negative,neg_multiple_circles,False
image_00050.png,negative,neg_empty,False
image_00051.png,negative,neg_disjoint,False
image_00052.png,positive,positive,True
image_00053.png,negative,neg_triangle_out,True
image_00054.png,negative,neg_circle_only,False
image_00055.png,negative,neg_multiple_circles,False
image_00056.png,negative,neg_triangle_out,False
image_00057.png,negative,neg_multiple_circles,False
image_00058.png,positive,positive_noise,False
image_00059.png,negative,neg_disjoint,False
image_00060.png,negative,neg_triangle_out,True
image_00061.png,positive,positive,True
image_00062.png,positive,positive,False
image_00063.png,negative,neg_triangle_out,True
image_00064.png,positive,positive,False
image_00065.png,positive,positive,True
image_00066.png,positive,positive_noise,True
image_00067.png,negative,neg_empty,True
image_00068.png,negative,neg_multiple_circles,False
image_00069.png,negative,neg_empty,False
image_00070.png,positive,positive,True
image_00071.png,negative,neg_empty,False
image_00072.png,negative,neg_circle_only,True
image_00073.png,negative,neg_triangle_out,False
image_00074.png,negative,neg_triangle_out,False
image_00075.png,negative,neg_circle_only,False
image_00076.png,positive,positive,False
image_00077.png,negative,neg_circle_only,False
image_00078.png,positive,positive_noise,True
image_00079.png,positive,positive_noise,True
image_00080.png,negative,neg_empty,False
image_00081.png,positive,positive,True
image_00082.png,negative,neg_circle_only,False
image_00083.png,negative,neg_triangle_out,False
image_00084.png,positive,positive,True
image_00085.png,negative,neg_two_triangles,True
image_00086.png,negative,neg_triangle_out,False
image_00087.png,negative,neg_circle_only,False
image_00088.png,positive,positive,True
image_00089.png,negative,neg_multiple_circles,False
image_00090.png,positive,positive_noise,True
image_00091.png,positive,positive,True
image_00092.png,negative,neg_triangle_out,True
image_00093.png,positive,positive,True
image_00094.png,negative,neg_disjoint,False
image_00095.png,negative,neg_multiple_circles,False
image_00096.png,positive,positive,True
image_00097.png,negative,neg_multiple_circles,False
image_00098.png,positive,positive_noise,False
image_00099.png,positive,positive,True
image_00100.png,positive,positive,True
image_00101.png,negative,neg_empty,False
image_00102.png,positive,positive,True
image_00103.png,positive,positive,True
image_00104.png,negative,neg_two_triangles,False
image_00105.png,negative,neg_two_triangles,False
image_00106.png,positive,positive,True
image_00107.png,negative,neg_disjoint,True
image_00108.png,positive,positive_noise,False
image_00109.png,negative,neg_triangle_out,False
image_00110.png,negative,neg_two_triangles,True
image_00111.png,negative,neg_circle_only,True
image_00112.png,positive,positive_noise,True
image_00113.png,positive,positive,True
image_00114.png,positive,positive_noise,True
image_00115.png,negative,neg_circle_only,False
image_00116.png,negative,neg_two_triangles,False
image_00117.png,positive,positive,False
image_00118.png,positive,positive_noise,True
image_00119.png,negative,neg_disjoint,False
image_00120.png,negative,neg_disjoint,False
image_00121.png,negative,neg_disjoint,True
image_00122.png,negative,neg_empty,False
image_00123.png,negative,neg_multiple_circles,False
image_00124.png,positive,positive,False
image_00125.png,positive,positive_noise,True
image_00126.png,positive,positive_noise,True
image_00127.png,negative,neg_empty,True
image_00128.png,negative,neg_circle_only,False
image_00129.png,positive,positive,True
image_00130.png,negative,neg_two_triangles,True
image_00131.png,positive,positive,True
image_00132.png,negative,neg_multiple_circles,False
image_00133.png,negative,neg_empty,True
image_00134.png,positive,positive,True
image_00135.png,negative,neg_triangle_out,True
image_00136.png,negative,neg_triangle_out,False
image_00137.png,negative,neg_two_triangles,True
image_00138.png,negative,neg_empty,True
image_00139.png,positive,positive,True
image_00140.png,positive,positive,True
image_00141.png,negative,neg_circle_only,False
image_00142.png,negative,neg_triangle_out,False
image_00143.png,negative,neg_two_triangles,False
image_00144.png,negative,neg_disjoint,True
image_00145.png,positive,positive,False
image_00146.png,positive,positive_noise,True
image_00147.png,negative,neg_two_triangles,True
image_00148.png,negative,neg_disjoint,True
image_00149.png,negative,neg_disjoint,False
image_00150.png,negative,neg_two_triangles,False
image_00151.png,positive,positive_noise,True
image_00152.png,negative,neg_triangle_out,False
image_00153.png,positive,positive_noise,False
image_00154.png,positive,positive,False
image_00155.png,negative,neg_two_triangles,False
image_00156.png,positive,positive_noise,True
image_00157.png,negative,neg_disjoint,True
image_00158.png,negative,neg_triangle_out,False
image_00159.png,negative,neg_circle_only,False
image_00160.png,negative,neg_empty,True
image_00161.png,negative,neg_two_triangles,False
image_00162.png,positive,positive_noise,True
image_00163.png,negative,neg_empty,False
image_00164.png,negative,neg_disjoint,False
image_00165.png,positive,positive,False
image_00166.png,negative,neg_empty,True
image_00167.png,positive,positive_noise,True
image_00168.png,positive,positive,True
image_00169.png,positive,positive,True
image_00170.png,negative,neg_two_triangles,False
image_00171.png,positive,positive_noise,False
image_00172.png,negative,neg_disjoint,False
image_00173.png,negative,neg_empty,True
image_00174.png,negative,neg_multiple_circles,True
image_00175.png,negative,neg_multiple_circles,False
image_00176.png,positive,positive,True
image_00177.png,positive,positive,False
image_00178.png,positive,positive,True
image_00179.png,negative,neg_circle_only,True
image_00180.png,negative,neg_two_triangles,False
image_00181.png,positive,positive,False
image_00182.png,negative,neg_two_triangles,False
image_00183.png,positive,positive,True
image_00184.png,positive,positive,True
image_00185.png,positive,positive_noise,False
image_00186.png,positive,positive,False
image_00187.png,negative,neg_circle_only,False
image_00188.png,positive,positive,True
image_00189.png,negative,neg_multiple_circles,False
image_00190.png,negative,neg_empty,False
image_00191.png,negative,neg_triangle_out,False
image_00192.png,positive,positive,True
image_00193.png,negative,neg_triangle_out,False
image_00194.png,positive,positive,True
image_00195.png,positive,positive,False
image_00196.png,positive,positive,False
image_00197.png,positive,positive_noise,True
image_00198.png,positive,positive,True
image_00199.png,negative,neg_empty,False
image_00200.png,positive,positive,False
image_00201.png,positive,positive,True
image_00202.png,negative,neg_triangle_out,False
image_00203.png,positive,positive,False
image_00204.png,positive,positive,True
image_00205.png,negative,neg_circle_only,True
image_00206.png,positive,positive_noise,False
image_00207.png,negative,neg_two_triangles,False
image_00208.png,negative,neg_empty,False
image_00209.png,positive,positive,True
image_00210.png,positive,positive,False
image_00211.png,negative,neg_multiple_circles,False
image_00212.png,positive,positive,True
image_00213.png,negative,neg_circle_only,False
image_00214.png,positive,positive,True
image_00215.png,negative,neg_triangle_out,True
image_00216.png,positive,positive_noise,False
image_00217.png,positive,positive_noise,False
image_00218.png,negative,neg_two_triangles,True
image_00219.png,positive,positive_noise,True
image_00220.png,negative,neg_circle_only,False
image_00221.png,positive,positive,True
image_00222.png,negative,neg_disjoint,False
image_00223.png,positive,positive,True
image_00224.png,negative,neg_circle_only,True
image_00225.png,positive,positive,False
image_00226.png,positive,positive,True
image_00227.png,negative,neg_disjoint,True
image_00228.png,positive,positive_noise,True
image_00229.png,negative,neg_empty,False
image_00230.png,negative,neg_circle_only,False
image_00231.png,negative,neg_two_triangles,False
image_00232.png,negative,neg_triangle_out,True
image_00233.png,negative,neg_triangle_out,False
image_00234.png,positive,positive_noise,False
image_00235.png,positive,positive_noise,True
image_00236.png,positive,positive,True
image_00237.png,positive,positive,False
image_00238.png,negative,neg_disjoint,False
image_00239.png,positive,positive,True
image_00240.png,positive,positive,False
image_00241.png,positive,positive_noise,False
image_00242.png,positive,positive,True
image_00243.png,positive,positive,True
image_00244.png,negative,neg_circle_only,False
image_00245.png,positive,positive_noise,True
image_00246.png,positive,positive,True
