filename,class,case,has_arrow
image_00000.png,negative,neg_multiple_circles,True
image_00001.png,positive,positive,False
image_00002.png,positive,positive_noise,False
image_00003.png,negative,neg_circle_only,True
image_00004.png,negative,neg_circle_only,True
image_00005.png,positive,positive_noise,True
image_00006.png,positive,positive,True
image_00007.png,positive,positive_noise,False
image_00008.png,positive,positive,False
image_00009.png,positive,positive,False
image_00010.png,positive,positive,True
image_00011.png,negative,neg_two_triangles,False
image_00012.png,positive,positive,True
image_00013.png,negative,neg_two_triangles,False
image_00014.png,positive,positive,True
image_00015.png,negative,neg_circle_only,True
image_00016.png,positive,positive,True
image_00017.png,positive,positive,True
image_00018.png,positive,positive_noise,True
image_00019.png,positive,positive,False
image_00020.png,negative,neg_circle_only,False
image_00021.png,negative,neg_empty,False
image_00022.png,negative,neg_multiple_circles,False
image_00023.png,positive,positive,True
image_00024.png,positive,positive,True
image_00025.png,positive,positive_noise,True
image_00026.png,positive,positive,True
image_00027.png,negative,neg_triangle_out,False
image_00028.png,negative,neg_multiple_circles,False
image_00029.png,positive,positive,False
image_00030.png,positive,positive,True
image_00031.png,positive,positive_noise,True
image_00032.png,positive,positive,True
image_00033.png,positive,positive_noise,True
image_00034.png,positive,positive,False
image_00035.png,positive,positive,False
image_00036.png,negative,neg_multiple_circles,False
image_00037.png,positive,positive_noise,False
image_00038.png,negative,neg_multiple_circles,False
image_00039.png,negative,neg_circle_only,False
image_00040.png,positive,positive,False
image_00041.png,positive,positive_noise,True
image_00042.png,negative,neg_disjoint,False
image_00043.png,positive,positive,True
image_00044.png,positive,positive,False
image_00045.png,positive,positive,True
image_00046.png,positive,positive,True
image_00047.png,positive,positive,True
image_00048.png,positive,positive,True
image_00049.png,positive,positive_noise,False
image_00050.png,negative,neg_empty,True
image_00051.png,negative,neg_circle_only,False
image_00052.png,negative,neg_disjoint,False
image_00053.png,negative,neg_multiple_circles,False
image_00054.png,positive,positive,False
image_00055.png,negative,neg_empty,True
image_00056.png,positive,positive,True
image_00057.png,positive,positive,False
image_00058.png,positive,positive_noise,True
image_00059.png,negative,neg_multiple_circles,False
image_00060.png,positive,positive,False
image_00061.png,negative,neg_disjoint,False
image_00062.png,negative,neg_multiple_circles,False
image_00063.png,positive,positive,False
image_00064.png,negative,neg_circle_only,False
image_00065.png,positive,positive_noise,True
image_00066.png,negative,neg_empty,False
image_00067.png,negative,neg_disjoint,False
image_00068.png,negative,neg_triangle_out,False
image_00069.png,positive,positive_noise,True
image_00070.png,negative,neg_two_triangles,False
image_00071.png,positive,positive,True
image_00072.png,positive,positive,False
image_00073.png,positive,positive_noise,False
image_00074.png,positive,positive,True
image_00075.png,negative,neg_disjoint,True
image_00076.png,positive,positive,True
image_00077.png,positive,positive,True
image_00078.png,positive,positive,True
image_00079.png,negative,neg_two_triangles,False
image_00080.png,negative,neg_circle_only,True
image_00081.png,negative,neg_multiple_circles,False
image_00082.png,positive,positive,True
image_00083.png,positive,positive,True
image_00084.png,negative,neg_disjoint,False
image_00085.png,negative,neg_circle_only,False
image_00086.png,positive,positive,True
image_00087.png,negative,neg_two_triangles,False
image_00088.png,positive,positive_noise,False
image_00089.png,negative,neg_multiple_circles,False
image_00090.png,positive,positive_noise,False
image_00091.png,positive,positive,True
