filename,class,case,has_arrow
image_00000.png,negative,neg_disjoint,False
image_00001.png,positive,positive,True
image_00002.png,positive,positive,False
image_00003.png,negative,neg_circle_only,False
image_00004.png,negative,neg_disjoint,False
image_00005.png,positive,positive_noise,False
image_00006.png,positive,positive,False
image_00007.png,positive,positive_noise,False
image_00008.png,negative,neg_circle_only,False
image_00009.png,positive,positive,True
image_00010.png,negative,neg_disjoint,True
image_00011.png,negative,neg_multiple_circles,False
image_00012.png,negative,neg_circle_only,True
image_00013.png,negative,neg_two_triangles,False
image_00014.png,positive,positive,True
image_00015.png,negative,neg_circle_only,False
image_00016.png,positive,positive,True
image_00017.png,negative,neg_empty,True
image_00018.png,negative,neg_circle_only,False
image_00019.png,negative,neg_empty,False
image_00020.png,negative,neg_empty,True
image_00021.png,negative,neg_empty,False
image_00022.png,negative,neg_disjoint,False
image_00023.png,negative,neg_two_triangles,False
image_00024.png,negative,neg_circle_only,False
image_00025.png,negative,neg_circle_only,False
image_00026.png,positive,positive,True
image_00027.png,negative,neg_disjoint,False
image_00028.png,positive,positive_noise,True
image_00029.png,negative,neg_empty,True
image_00030.png,negative,neg_empty,False
image_00031.png,positive,positive_noise,True
image_00032.png,positive,positive,True
image_00033.png,positive,positive,False
image_00034.png,positive,positive_noise,False
image_00035.png,positive,positive,False
image_00036.png,positive,positive,True
image_00037.png,negative,neg_circle_only,False
image_00038.png,positive,positive,True
image_00039.png,negative,neg_triangle_out,True
image_00040.png,negative,neg_triangle_out,True
image_00041.png,negative,neg_triangle_out,False
image_00042.png,negative,neg_empty,False
image_00043.png,negative,neg_multiple_circles,True
image_00044.png,negative,neg_circle_only,False
image_00045.png,negative,neg_two_triangles,True
image_00046.png,positive,positive,False
image_00047.png,positive,positive_noise,True
image_00048.png,negative,neg_triangle_out,True
image_00049.png,positive,positive_noise,True
image_00050.png,negative,neg_triangle_out,False
image_00051.png,negative,neg_two_triangles,False
image_00052.png,positive,positive,True
image_00053.png,negative,neg_circle_only,False
image_00054.png,positive,positive_noise,True
image_00055.png,positive,positive_noise,True
image_00056.png,positive,positive,True
image_00057.png,negative,neg_multiple_circles,False
image_00058.png,negative,neg_disjoint,False
image_00059.png,positive,positive,False
image_00060.png,negative,neg_circle_only,False
image_00061.png,positive,positive_noise,True
image_00062.png,negative,neg_circle_only,False
image_00063.png,positive,positive,False
image_00064.png,negative,neg_triangle_out,True
image_00065.png,negative,neg_triangle_out,True
image_00066.png,positive,positive,False
image_00067.png,positive,positive,False
image_00068.png,negative,neg_two_triangles,False
image_00069.png,negative,neg_disjoint,False
image_00070.png,positive,positive,True
image_00071.png,negative,neg_two_triangles,False
image_00072.png,negative,neg_multiple_circles,False
image_00073.png,negative,neg_empty,False
image_00074.png,negative,neg_two_triangles,False
image_00075.png,positive,positive_noise,True
image_00076.png,positive,positive,True
image_00077.png,positive,positive_noise,False
image_00078.png,negative,neg_two_triangles,False
image_00079.png,negative,neg_circle_only,True
image_00080.png,negative,neg_disjoint,False
image_00081.png,positive,positive,True
image_00082.png,negative,neg_multiple_circles,False
image_00083.png,positive,positive_noise,True
image_00084.png,positive,positive,False
image_00085.png,positive,positive,False
image_00086.png,negative,neg_disjoint,False
image_00087.png,negative,neg_two_triangles,True
image_00088.png,negative,neg_circle_only,True
image_00089.png,positive,positive_noise,True
image_00090.png,positive,positive,True
image_00091.png,positive,positive_noise,True
image_00092.png,negative,neg_empty,False
image_00093.png,positive,positive,True
image_00094.png,negative,neg_circle_only,False
image_00095.png,positive,positive,False
image_00096.png,positive,positive,True
image_00097.png,positive,positive_noise,True
image_00098.png,negative,neg_multiple_circles,True
image_00099.png,negative,neg_two_triangles,False
image_00100.png,negative,neg_empty,False
image_00101.png,positive,positive,True
image_00102.png,positive,positive_noise,False
image_00103.png,negative,neg_empty,True
image_00104.png,positive,positive_noise,True
image_00105.png,positive,positive_noise,True
image_00106.png,positive,positive,True
image_00107.png,positive,positive,True
image_00108.png,positive,positive,True
image_00109.png,negative,neg_two_triangles,False
image_00110.png,positive,positive,True
image_00111.png,positive,positive,True
image_00112.png,positive,positive,True
image_00113.png,negative,neg_two_triangles,True
image_00114.png,positive,positive,True
image_00115.png,positive,positive,False
image_00116.png,positive,positive_noise,False
image_00117.png,positive,positive_noise,True
image_00118.png,positive,positive_noise,True
image_00119.png,negative,neg_disjoint,False
image_00120.png,negative,neg_circle_only,False
image_00121.png,negative,neg_multiple_circles,False
image_00122.png,positive,positive,False
image_00123.png,negative,neg_circle_only,False
image_00124.png,negative,neg_circle_only,False
image_00125.png,positive,positive,True
image_00126.png,positive,positive,True
image_00127.png,positive,positive_noise,False
image_00128.png,positive,positive,True
image_00129.png,negative,neg_multiple_circles,False
image_00130.png,positive,positive,True
image_00131.png,negative,neg_multiple_circles,False
image_00132.png,negative,neg_circle_only,False
image_00133.png,positive,positive,True
image_00134.png,positive,positive,True
image_00135.png,positive,positive_noise,True
image_00136.png,positive,positive,True
image_00137.png,negative,neg_empty,False
image_00138.png,positive,positive,True
image_00139.png,negative,neg_empty,True
image_00140.png,positive,positive,True
image_00141.png,negative,neg_empty,True
image_00142.png,positive,positive_noise,False
image_00143.png,negative,neg_triangle_out,False
image_00144.png,negative,neg_multiple_circles,False
image_00145.png,negative,neg_disjoint,False
image_00146.png,negative,neg_multiple_circles,False
image_00147.png,negative,neg_multiple_circles,False
image_00148.png,positive,positive,True
image_00149.png,negative,neg_multiple_circles,True
image_00150.png,negative,neg_triangle_out,False
image_00151.png,negative,neg_empty,True
image_00152.png,negative,neg_two_triangles,True
image_00153.png,negative,neg_multiple_circles,False
image_00154.png,negative,neg_circle_only,False
image_00155.png,positive,positive,True
image_00156.png,negative,neg_circle_only,True
image_00157.png,positive,positive,True
image_00158.png,positive,positive,False
image_00159.png,negative,neg_triangle_out,True
image_00160.png,negative,neg_circle_only,True
image_00161.png,positive,positive,True
image_00162.png,positive,positive,True
image_00163.png,negative,neg_triangle_out,False
image_00164.png,negative,neg_triangle_out,False
image_00165.png,negative,neg_two_triangles,False
image_00166.png,negative,neg_triangle_out,False
image_00167.png,positive,positive,False
image_00168.png,negative,neg_circle_only,False
image_00169.png,negative,neg_two_triangles,True
image_00170.png,positive,positive,True
image_00171.png,negative,neg_multiple_circles,True
image_00172.png,negative,neg_triangle_out,False
image_00173.png,negative,neg_multiple_circles,False
image_00174.png,positive,positive_noise,True
image_00175.png,negative,neg_disjoint,False
image_00176.png,positive,positive,False
image_00177.png,negative,neg_disjoint,False
image_00178.png,positive,positive_noise,True
image_00179.png,negative,neg_disjoint,False
image_00180.png,positive,positive,True
image_00181.png,negative,neg_multiple_circles,False
image_00182.png,positive,positive_noise,False
image_00183.png,positive,positive,True
image_00184.png,negative,neg_disjoint,False
image_00185.png,negative,neg_circle_only,False
image_00186.png,negative,neg_empty,True
image_00187.png,positive,positive_noise,False
image_00188.png,positive,positive_noise,True
image_00189.png,negative,neg_disjoint,False
image_00190.png,positive,positive,False
image_00191.png,positive,positive_noise,False
image_00192.png,negative,neg_triangle_out,False
image_00193.png,negative,neg_circle_only,False
image_00194.png,negative,neg_circle_only,True
